job_title,location,company,salary,rating,summary
Data Analyst,"San Francisco, CA",Contus,,,Passion for data analysis and solving problems with data Strong analytical mind-set and ability to use data and logic to create solutions to solve customer…
Product Analyst,"San Francisco, CA",Frontapp,,,Collaborate with Data Engineering and other data/analytics functions to ensure we have the right data foundations and tracking in place.
Senior Database Administrator,"San Francisco, CA (South of Market area)",UserTesting,,4.0,Educate other DBA's and developers on database best practices on all aspects of database management. Bachelor's degree or equivalent from four-year college in…
"Senior Software Engineer, Data (Schoolzilla by Renaissance) - Remote","San Francisco, CA 94111 (Financial District area)",Renaissance,,,"Experience using cloud-based data warehouses, particularly Snowflake or BigQuery. Experience architecting data warehouses and data lakes that are organized,…"
Marketing Data Analyst,"San Francisco, CA 94103 (South of Market area)",Uber,,3.7,"Effectively share insights and analyses to business stakeholders to drive business decisions. Bachelor's degree in a science or engineering field, or…"
Data Engineer,"Redwood City, CA",CrowdRise,,,"Collaborate with analysts, engineers and business users to design solutions. 0-2 years as a data engineer designing, developing and maintaining enterprise data…"
Senior Data Scientist,"San Francisco, CA",GSR Business Services (P) Ltd,"$171,107 - $240,854 a year",,2 years of relevant experience in data science or advanced analytics (through graduate education or work experience). Work closely with domain experts.
Business Analyst,"San Francisco, CA 94111 (Financial District area)",First Republic Bank,,3.9,"Strong business orientation with broad experience with various banking lines of business processes, technology and change initiatives is a plus."
"Analyst/Sr. Analyst, Sales Strategy & Operations - Commercial Business Unit","San Francisco, CA 94105 (South Beach area)",Salesforce,,4.3,Lead analyses of business performance to drive business impact. Work experience in consulting or strategy/business operations is a big plus.
Business Insights Analyst,"Alameda, CA",Abbott Laboratories,,4.0,"He/she will provide data analytic expertise to inform emerging business trends, evaluate marketing tactics as well as track the performance of the business."
"Sr. Engineer, Data and Business Intelligence","San Mateo, CA",LegalZoom,,3.6,Implement business intelligence solutions and insights to achieve reporting and data analysis goals coordinating with stakeholders and business analysts.
Data Engineer,"San Francisco, CA 94107 (South of Market area)",GoodData Corporation,,,"In addition to POC delivery, the Data Engineer also contributes valuable demos or content to enable the GoodData developer community and end users."
"Summer 2021 Intern - Analyst, People Analytics Research","San Francisco, CA 94105 (South Beach area)",Salesforce,,4.3,"Collaborate with data engineers to access data and explain data requirements as necessary. Provide subject-matter expertise and advice on research design, data…"
Business Analyst,"San Francisco, CA",E-CQR,,,"Recommend improvements related to business profitability or processes. Extract and analyze data to support business initiatives (e.g. profitability, performance…"
100% Remote :: Azure Data Engineer :: Joining Feb 6,"San Francisco, CA",RulesIQ,$60 - $65 an hour,,"Lead, design, develop and deliver large-scale data systems, data processing and data transformation projects. Hands-on experience with Azure cloud data services…"
Associate Director/Director of In Vivo Biology/Pharmacology,,BioAge Labs,"$120,000 - $180,000 a year",,Enthusiastic mentor and leader with experience managing research scientists. Some expertise in aging/and/or age related diseases/disorders in animal models…
"Scientist/Senior Scientist, RNA-Protein Biology, Translational Research",,Scismic,,,"PhD in cell/molecular biology, biochemistry, cell biology or related discipline plus at least 2 years of postdoctoral research experience in industry or…"
Imaging Software Engineer/Scientist,,Gamma Reality Inc.,,,Join our growing team of experienced engineers and scientists to create novel solutions for 3D radiation detection and mapping.
Senior MEMS Engineer,,iota Biosciences,From $60 an hour,,"Work with neuroscientists, mechanical engineers, and electrical engineers to define constraints and requirements for this system."
Senior Ultrasound Engineer,,iota Biosciences,From $60 an hour,,"Work with neuroscientists, mechanical engineers, and electrical engineers to define constraints and requirements for this system."
RN MDS Coordinator,,Linda Mar Rehabilitation,,,Bi weekly or Twice monthly. Job Type: Full-Time or Part-Time. Oversees documentation to comply with Medicare or California Dept. of Health reimbursement rules.
"Senior Scientist, Cell Manufacturing",,Canventa Life Sciences,,,"Manage the assigned project research budget and report on monthly status updates. Accomplished independent researcher with product, methodology, and/or…"
Scientist/Research Associate - Lipid Nanoparticles,,DNAlite Therapeutics,"From $70,000 a year",,"Sanitizing, disinfecting, or cleaning procedures in place. Design and formulate lipid nanoparticles. Work with management and team on coordinating materials and…"
Scientist III - Assay Development,,Miroculus Inc.,"$83,000 - $103,000 a year",,M.Sc + 3- 5 years or PhD + 0-2 years in molecular biology or genomics. Experience mentoring and training junior scientists.
Senior Data Analyst - Safety and Insurance,"San Francisco, CA 94103 (South of Market area)",Uber,,3.7,"This role offers frequent interactions with a multi-functional team of engineers, product managers, lawyers, regional operations teams, and other data…"
IT Business-Systems Analyst,"San Francisco, CA 94111 (Financial District area)",First Republic Bank,,3.9,"Ability to work with data, data mapping, data modeling, and data lineage. This position will be responsible for leveraging advanced analytical, research and…"
Data Engineer,"San Francisco, CA",Verana Health,,,"Understand healthcare-specific EMR data models, catalog data dictionaries, and map data elements to standard data specifications."
Data Scientist - Analytics,"San Francisco, CA",Plaid,,3.8,"Communicating analyses and data-backed recommendations to stakeholders. Bachelor's degree or equivalent work experience in Computer Science, Mathematics,…"
"Sr, Data Analyst","San Mateo, CA","NetStrive Consulting, LLC",,,Analyze and build data lineage and data mapping and reference tables such that data from different vendors can be cross tabulated for business analysis in Fixed…
Sr. Data Scientist I,"Redwood City, CA 94065 (Westport area)",Shutterfly,,3.7,"MS or equivalent experience in a quantitative field such as computer or data science, economics, applied statistics or life sciences."
Business Analyst – Trading Technology,"San Francisco, CA 94111 (Financial District area)",Artisan Partners,,,"Bachelor’s degree in business, finance, computer science or related field. The ideal candidate will possess a skillset that drives business growth through…"
Avail - Workplace Infrastructure Engineer,,Allstate,"$79,000 a year",3.7,"Collaborate to build consensus with other engineers to ensure that the modified hardware and software infrastructure interacts appropriately, data conversion…"
Operations Analyst,"San Francisco, CA 94111 (Financial District area)",East West Bank,,3.4,Maintain and update business process and procedure documentation. Bachelor's degree with major in analytical or technical field strongly preferred.
"Data Scientist, SBG","San Francisco, CA 94131 (Noe Valley area)",Facebook,,4.2,Proven track record of leveraging data to deliver business value and present data-driven insights to business audiences.
Senior Data Scientist,"San Mateo, CA",Harmonize,,,Experience working with healthcare data sets. Solid SQL skills for data querying and manipulation. We collect vital data from patients so that their doctors can…
"Research Scientist, Sample Preparation","San Carlos, CA",Nautilus Bio,,,A minimum of 4 years of industry or research experience. Analyze your data and also evaluate its relevance to the overall bioconjugation process.
Associate Product Manager,"San Francisco Bay Area, CA",Secureworks,,4.0,"Preferred Engineering or technical degree, MBA optional. The ability to research and understand highly complex concepts quickly. Nice to have but not required."
"Research Scientist - Investigator, Epidemiology - Vaccine Studies","Oakland, CA",Kaiser Permanente,,4.1,Provides consultation and direction to programmer analysts with regard to data management and analysis strategies.
Research Scientist,"San Francisco, CA",Scaleapi,,,Engage with the international research community by publishing research papers and attend academic conferences.
Data Engineer,"San Francisco Bay Area, CA",CipherTrace,,,BS in Computer Science or Math or equivalent experience. Good understanding of the blockchain technical space and data structures >= 4 years analyzing relevant…
Associate Media Sales Planner,"San Francisco, CA 94103 (South Of Market area)",Dow Jones,,3.9,Assist with research for proposals and special projects as needed. The Associate Media Planner will work with the sales team on RFPs to provide proposal ideas…
"Research Analyst, Consumer Product Marketing","San Francisco, CA 94103 (South of Market area)",Twitter,,4.1,You champion research utilization and are skilled at distilling research data into insights to provide actionable recommendations to internal stakeholders.
GTM Business Intelligence Delivery Manager,"San Francisco, CA",Miro,,4.8,"Help us maximize our BI tools, including Looker, to help our business partner proactively surface relevant data insights to our customers;"
Senior Experience Planner,"San Francisco, CA",RAPP,,3.5,"From opening a checking account, helping to reduce peanut allergies, or diving into the creative tools that help engineers most, we provide smart solutions for…"
Product Analyst,"San Francisco, CA",Turner,,4.0,Experience designing and evaluating A/B or multivariate tests Experience using data to inform the efforts of product and/or engineering teams preferred.
"Partner Engineer, DES","San Francisco, CA 94103 (South of Market area)",Twitter,,4.1,"1-3 years of experience working with or supporting developers in a technical capacity. Some programming knowledge or experience, or interest in writing code to…"
Experience Researcher,"San Francisco, CA",Adobe,,4.3,"Some hands-on research experience in either an academic or industry setting. Run research studies from start to finish, including; developing a realistic…"
Entry-Level Business Development Assistant (Energy & Climate),"San Francisco, CA",Morrison & Foerster,,3.7,Track attorney matters for database and keep database updated for practice groups. Provide requested research using Firm and online tools to develop…
Sr. Database Engineer,"San Francisco, CA",Rubicon Temps,,,Assist developers with complex query tuning and schema refinement. 8+ years’ experience in relational database design and tuning.
Research Analyst (Recent Graduate),"Oakland, CA 94612 (Lakewide area)",Mason Tillman Associates,,,Mason Tillman is seeking a research analyst to provide support for research and consulting projects for government and private clients.
Equity Analyst,"San Mateo, CA",The Blue Store,,,"An effective communicator, leader and manager with internal and external business partners and executives. The manager will play a substantial role in the day…"
Backend/Data Engineer,"San Mateo, CA",Verkada,,,"Ability to engineer fault-tolerant distributed systems that move data around without duplicates, missed rows, within api limits."
Actuarial Research Analyst,"Oakland, CA 94612 (Downtown area)",WCIRB,,,"Prepares complex data sets for research projects. The Analyst will work on various WCIRB datasets, such as medical and indemnity transaction data, Policy and…"
"Data Scientist, Analytics - Family Ecosystems","San Francisco, CA 94131 (Noe Valley area)",Facebook,,4.2,"Experience influencing product strategy through data-centric presentations to product, business, and other stakeholders."
Sr. Database Engineer,"San Francisco, CA",Rubicon Temps,,,Assist developers with complex query tuning and schema refinement. 8+ years’ experience in relational database design and tuning.
Research Analyst (Recent Graduate),"Oakland, CA 94612 (Lakewide area)",Mason Tillman Associates,,,Mason Tillman is seeking a research analyst to provide support for research and consulting projects for government and private clients.
Equity Analyst,"San Mateo, CA",The Blue Store,,,"An effective communicator, leader and manager with internal and external business partners and executives. The manager will play a substantial role in the day…"
Backend/Data Engineer,"San Mateo, CA",Verkada,,,"Ability to engineer fault-tolerant distributed systems that move data around without duplicates, missed rows, within api limits."
Actuarial Research Analyst,"Oakland, CA 94612 (Downtown area)",WCIRB,,,"Prepares complex data sets for research projects. The Analyst will work on various WCIRB datasets, such as medical and indemnity transaction data, Policy and…"
"Data Scientist, Analytics - Family Ecosystems","San Francisco, CA 94131 (Noe Valley area)",Facebook,,4.2,"Experience influencing product strategy through data-centric presentations to product, business, and other stakeholders."
Business Immigration Analyst/Assistant Paralegal,"San Francisco, CA 94105 (South Beach area)",Fragomen,,3.1,"Be responsible for accurately updating our case management system with client data. Compile and summarize large quantities of data for clients, managers and…"
Data Scientist - Regional Merchandising Strategy,"San Francisco, CA 94103 (South of Market area)",Wish,,4.0,"Conduct quantitative market research for each market, by analyzing external e-commerce web data, understand regional consumer demand, through various text and…"
Senior Data Analyst,"Foster City, CA 94404",QuinStreet,,2.7,Proven track record of breaking down high-level business problems into analytical solutions. Good communication skills: experience presenting and communicating…
Software Development Engineer (Data Engineering),"San Francisco, CA 94103 (South of Market area)",Wish,,4.0,A successful data engineer will have the passion for rapid prototyping and have enough emotional intelligence to interact with other engineering teams wanting…
Health Data Analyst,"San Francisco, CA",Nuna,,,"Bachelor's degree or above in quantitative or engineering fields (Statistics, Economics, Mathematics, Health/Medical Informatics, Computer Science, or similar)."
Analyst,"San Mateo, CA",IQVIA,,3.8,Assists in the design and structure of presentations that are appropriate to the characteristics or needs of the audience. 1-3 years of related experience Req.
Software Engineer - Data,"San Francisco, CA 94105 (South Beach area)",Mixpanel,,,Build and maintain ETL jobs for centralizing data into our Google Cloud data lake. Build and maintain tools to automate data modeling and data quality checks.
Data & Analytics Associate,"San Francisco Bay Area, CA",Gong,,4.5,Experience in modeling or business application/evaluation of machine learning. Highly proficiency in SQL and data visualization tools to query large data-sets …
Quantitative Intern,"San Francisco, CA 94111 (Financial District area)",First Republic Bank,,3.9,Perform other ad-hoc data analysis including business intelligence and reporting. Familiarity with collaborating with other programmers or data scientists in…
Analyst,"San Mateo, CA",IQVIA,,3.8,Assists in the design and structure of presentations that are appropriate to the characteristics or needs of the audience. 1-3 years of related experience Req.
Product Manager,,Product Management Exercises,"$138,970 - $190,787 a year",,Inform product direction and tradeoff decisions by using a data-driven approach whether in the form of quantitative or qualitative data.
Software Engineer - Data,"San Francisco, CA 94105 (South Beach area)",Mixpanel,,,Build and maintain ETL jobs for centralizing data into our Google Cloud data lake. Build and maintain tools to automate data modeling and data quality checks.
Data & Analytics Associate,"San Francisco Bay Area, CA",Gong,,4.5,Experience in modeling or business application/evaluation of machine learning. Highly proficiency in SQL and data visualization tools to query large data-sets …
Quantitative Intern,"San Francisco, CA 94111 (Financial District area)",First Republic Bank,,3.9,Perform other ad-hoc data analysis including business intelligence and reporting. Familiarity with collaborating with other programmers or data scientists in…
Employee Experience Assistant - IT,"San Francisco, CA",Mode,,4.2,"In this role, you will be integral to growing our business as you provide the best employee IT experience for existing and new hires across all teams at Mode."
Data Engineer,"San Mateo, CA",Project Ronin,,,Assess the existing data ecosystem; leverage existing APIs & build new ones to consume structured and unstructured data sets.
Management Assistant,"San Francisco, CA (South of Market area)",City & County of San Francisco,$38.36 - $46.63 an hour,4.0,"Possession of a Baccalaureate Degree from an accredited college or university with major coursework in public or business administration, accounting, finance,…"
Data Engineer,"Redwood City, CA",WorkBoard,,,"BS in Computer Science, Engineering or related technical or equivalent experience. Understanding of several data extraction and transformation techniques with…"
Data Engineer - Deep Learning,"Alameda, CA",Susquehanna International Group,,3.8,"Use your software development and data engineering skills to build data sets, data quality metrics, and automation tools to enhance our research and system…"
"Data Scientist, Healthcare (US)","San Francisco, CA",CitiusTech,,3.9,"Experience on cloud platforms, preferably in AWS or GCP or both. Knowledge of databases, data modeling, data normalization etc. is a must."
Project Manager,"San Francisco, CA",RAPP,,3.5,"From opening a checking account, helping to reduce peanut allergies, or diving into the creative tools that help engineers most, we provide smart solutions for…"
"Hardware Procurement Analyst, Business Operations","San Francisco, CA",Square,,3.6,"Coordinate quarterly business reviews and onsite meetings for hardware accessory vendors. Experience in payments, technology, or hardware is a plus."
Data Scientist - Legal Policy & Economics,"San Francisco, CA 94103 (South of Market area)",Uber,,3.7,"Data scientists in this role sit at the intersection of data science, economics, and the law. Experience in data science, with a demonstrable ability to learn…"
Senior Data Engineer -,"San Francisco, CA 94103 (South Of Market area)",SiriusXM,,3.6,Support and mentor junior data engineers by providing advice and coaching. Work with senior data science engineers in analyzing and understanding all aspects of…
Data & Analytics Associate,"San Francisco Bay Area, CA",Gong,,4.5,Experience in modeling or business application/evaluation of machine learning. Highly proficiency in SQL and data visualization tools to query large data-sets …
Quantitative Intern,"San Francisco, CA 94111 (Financial District area)",First Republic Bank,,3.9,Perform other ad-hoc data analysis including business intelligence and reporting. Familiarity with collaborating with other programmers or data scientists in…
Employee Experience Assistant - IT,"San Francisco, CA",Mode,,4.2,"In this role, you will be integral to growing our business as you provide the best employee IT experience for existing and new hires across all teams at Mode."
Data Engineer,"San Mateo, CA",Project Ronin,,,Assess the existing data ecosystem; leverage existing APIs & build new ones to consume structured and unstructured data sets.
Management Assistant,"San Francisco, CA (South of Market area)",City & County of San Francisco,$38.36 - $46.63 an hour,4.0,"Possession of a Baccalaureate Degree from an accredited college or university with major coursework in public or business administration, accounting, finance,…"
Data Engineer,"Redwood City, CA",WorkBoard,,,"BS in Computer Science, Engineering or related technical or equivalent experience. Understanding of several data extraction and transformation techniques with…"
Data Engineer - Deep Learning,"Alameda, CA",Susquehanna International Group,,3.8,"Use your software development and data engineering skills to build data sets, data quality metrics, and automation tools to enhance our research and system…"
"Data Scientist, Healthcare (US)","San Francisco, CA",CitiusTech,,3.9,"Experience on cloud platforms, preferably in AWS or GCP or both. Knowledge of databases, data modeling, data normalization etc. is a must."
Project Manager,"San Francisco, CA",RAPP,,3.5,"From opening a checking account, helping to reduce peanut allergies, or diving into the creative tools that help engineers most, we provide smart solutions for…"
"Hardware Procurement Analyst, Business Operations","San Francisco, CA",Square,,3.6,"Coordinate quarterly business reviews and onsite meetings for hardware accessory vendors. Experience in payments, technology, or hardware is a plus."
Data Scientist - Legal Policy & Economics,"San Francisco, CA 94103 (South of Market area)",Uber,,3.7,"Data scientists in this role sit at the intersection of data science, economics, and the law. Experience in data science, with a demonstrable ability to learn…"
Senior Data Engineer -,"San Francisco, CA 94103 (South Of Market area)",SiriusXM,,3.6,Support and mentor junior data engineers by providing advice and coaching. Work with senior data science engineers in analyzing and understanding all aspects of…
Senior Database Engineer,"San Francisco, CA (South of Market area)",City & County of San Francisco,$61.28 - $77.08 an hour,4.0,An associate degree in computer science or a closely related field from an accredited college or university OR its equivalent in terms of total course credits…
Researcher,"San Francisco, CA",Instacart,,2.8,Proactively define and execute on an end to end research strategy based on key research questions and business objectives.
Nano-Optics Process Engineer,,"DiCon Fiberoptics, Inc.",,,"Personal protective equipment provided or required. New graduate or experienced, preferably with a B.S. or M.S. in materials science, physics, chemistry,…"
Data and Policy Analyst - Statistical Programmer,"Burlingame, CA 94010",Acumen LLC,,3.7,"Bachelor’s degree in a quantitative, public policy, or related field or equivalent relevant experience. Master's degree in a quantitative, public policy, or…"
Marketing Data Scientist – Customer Analytics,"San Francisco, CA",Adobe,,4.3,The ideal candidate will have a combination of strong technical skills and experience in applying data science to influence business decision making and…
Senior IS Business Analyst - Limited Term (Open),"San Mateo, CA",County of San Mateo,"$9,532 - $11,913 a month",3.9,Provide lead direction to a group of business analyst staff; review and control quality of work. Oversee and assign requests for assistance related to the use…
Data Engineer,,Checkmate Partners,"$160,000 - $250,000 a year",,"Working cross-functionally with data scientists, backend engineers and product managers to design and implement, and new data models to support the product."
Software Engineer Intern,"San Francisco, CA 94107 (South Beach area)",Chartio,,,"Java or other compiled language. Python experience or similar scripting language. We make connection easy and building dashboards intuitive, so anyone on a team…"
Data Engineer,"Oakland, CA 94612 (Downtown area)","Borrego Solar Systems, Inc.",,3.8,"5+ years building data catalog, data dictionary, and make data searchable for our stakeholders and users. At Borrego, we want to help business users to make…"
2021 Summer Internship – Research,"San Francisco, CA",Financial Technology Partners,,,Strong data management and research skills. Maintain proprietary database records and identify potential new business opportunities.
Data Scientist I,"San Francisco, CA (North Waterfront area)",Levi Strauss & Co.,,3.9,"Manage experience with data, including complex queries, exploratory data analysis, data visualization, advanced modeling and communication of applicable…"
"Data Scientist, Marketing","San Mateo, CA",Conviva,,3.7,"4-6 years of experience in data analytics, business intelligence, and/or data science. Hands-on expertise in data analysis, pipeline design, and/or data…"
Healthcare Data Scientist,"San Francisco, CA","Amino, Inc.",,,"Deep knowledge of and prior experience working with healthcare data, such as claims or provider databases. As a member of the Data Insights team, you will work…"
Research Scientist,"Redwood City, CA 94065 (Westport area)",Nevro Corp.,,,Or advanced degree in a technical field and/or MBA preferred. Master’s or Ph.D degree in biomedical science and/or electrical engineering required; an M.D.
Head of Business Intelligence,"San Francisco, CA 94104 (Financial District area)",GSN Games,,3.9,"The Head of Business intelligence develops and commercializes business intelligence policies, analyses, and reports and works cross-functionally with various…"
"Business Systems Analyst, Platform Intelligence - Twitter Service","San Francisco, CA 94103 (South of Market area)",Twitter,,4.1,B.S. in Engineering or Computer Science or a related experience. B.S. in Engineering or Computer Science or a related experience.
Tableau Data Visualization Developer,"San Francisco Bay Area, CA",Logic20/20,,3.5,"Experience modeling data in either a database or visualization tool. The team will also work to decompose current ETL and reports to document business rules,…"
Data Manager,"San Francisco, CA 94102 (Tenderloin area)",Larkin Street Youth Services,,3.9,Minimum of 3 years as a database administrator. Ensure accurate data entry of donor and prospect related data for conducting regular analysis and reporting to…
Senior Business Analyst (0657U) - 10632,"Berkeley, CA 94720",University of California Berkeley,,4.2,"Leads cross-functional teams, often project based, to solve complex business or systems issues. Demonstrated experience in operations analysis, data and data…"
"Sr. Analyst, Organizational Strategy and Design","San Francisco, CA 94105 (South Beach area)",Salesforce,"$80,400 a year",4.3,Lead data gathering and analysis initiatives. Salesforce.com and Salesforce.org will not pay any third-party agency or company that does not have a signed…
Business Operation Analyst,"San Francisco, CA",FocusKPI Inc.,,,"Practical understanding of business, technology, big data, and/or entrepreneurship. Manage financial/operational dashboards to monitor business line performance…"
Data Engineer - Backend,"Foster City, CA",Exabeam,,3.0,Past data science education and research experience is a plus. M.S. or higher in Computer Science or related disciplines.
"Associate, Advanced Analytics","San Francisco, CA",Prologis,"$90,000 - $132,000 a year",3.9,Execute complex analyses to assist with high value deals or other strategic initiatives. Ability to intuitively apply quantitative and statistical concepts on…
Backend Data Engineer,"San Francisco, CA",The Evolvers Group,,5.0,Distributed data management or data virtualization. The DE may also be involved in assisting other IT/business personnel with the analysis and design of data…
"Intern, Summer Student, etc.","San Francisco, CA 94104 (Financial District area)",Avison Young,,3.7,"Processing, cleansing, and verifying the integrity of data used for analysis. Identify, manipulate, and connect relevant data sources to provide a complex and…"
"Software Engineer, Data Infrastructure","San Francisco, CA 94103 (Mission area)",Asana,,3.6,Collaborate with infrastructure and data science to scale up data processing to meet the rapid data growth at Asana.
Product Adoption Analyst,"San Francisco, CA 94107 (South Of Market area)",Splunk,,4.1,We are seeking a product manager / data analyst to provide operational metrics and analysis around product adoption and success.
Senior Data Engineer,"San Mateo, CA",Helix,,3.6,"Architect and implement data warehousing solutions for our technology and business operations. Command of data modeling, data stores, and query optimization."
"Director, Experience Analytics","San Francisco, CA",RAPP,,3.5,"You have at least 8 years experience working with data. From opening a checking account, helping to reduce peanut allergies, or diving into the creative tools…"
Azure Data Engineer/Modeler Lead,"Oakland, CA",First Soft Solutions [ Direct],$57 - $70 an hour,,"This individual will be responsible for developing and maintaining business intelligence, data warehousing and data engineering solutions for Enterprise data…"
Sr Business Systems Analyst,"San Francisco, CA 94103 (South of Market area)",Uber,,3.7,"You can run your own queries, analyze data to fix or define problems. Support business users and help to troubleshoot simple to complex application issues and…"
Ads Data Scientist,"San Francisco, CA",eBay Inc.,,3.9,5+ years of experience in analytics/data science. You possess super strong technical skills to turn big data in Hadoop into measurable insights.
Sales Development Representative,"San Francisco, CA",Carta,,3.8,"You’ll engage with CFOs, Founders, and Co-Founders to intimately understand their business and how Carta can help manage their equity programs."
Data Engineer - Backend,"Foster City, CA",Exabeam,,3.0,Past data science education and research experience is a plus. M.S. or higher in Computer Science or related disciplines.
"Associate, Advanced Analytics","San Francisco, CA",Prologis,"$90,000 - $132,000 a year",3.9,Execute complex analyses to assist with high value deals or other strategic initiatives. Ability to intuitively apply quantitative and statistical concepts on…
Backend Data Engineer,"San Francisco, CA",The Evolvers Group,,5.0,Distributed data management or data virtualization. The DE may also be involved in assisting other IT/business personnel with the analysis and design of data…
"Intern, Summer Student, etc.","San Francisco, CA 94104 (Financial District area)",Avison Young,,3.7,"Processing, cleansing, and verifying the integrity of data used for analysis. Identify, manipulate, and connect relevant data sources to provide a complex and…"
"Software Engineer, Data Infrastructure","San Francisco, CA 94103 (Mission area)",Asana,,3.6,Collaborate with infrastructure and data science to scale up data processing to meet the rapid data growth at Asana.
Product Adoption Analyst,"San Francisco, CA 94107 (South Of Market area)",Splunk,,4.1,We are seeking a product manager / data analyst to provide operational metrics and analysis around product adoption and success.
Senior Data Engineer,"San Mateo, CA",Helix,,3.6,"Architect and implement data warehousing solutions for our technology and business operations. Command of data modeling, data stores, and query optimization."
"Director, Experience Analytics","San Francisco, CA",RAPP,,3.5,"You have at least 8 years experience working with data. From opening a checking account, helping to reduce peanut allergies, or diving into the creative tools…"
Business Analyst,,Robert Half,$28.50 - $33.00 an hour,3.9,"Firm understanding of problem solving through statistical analysis or with large data sets highly preferable (such as in derivatives, structured finance, or…"
Azure Data Engineer/Modeler Lead,"Oakland, CA",First Soft Solutions [ Direct],$57 - $70 an hour,,"This individual will be responsible for developing and maintaining business intelligence, data warehousing and data engineering solutions for Enterprise data…"
Sr Business Systems Analyst,"San Francisco, CA 94103 (South of Market area)",Uber,,3.7,"You can run your own queries, analyze data to fix or define problems. Support business users and help to troubleshoot simple to complex application issues and…"
Ads Data Scientist,"San Francisco, CA",eBay Inc.,,3.9,5+ years of experience in analytics/data science. You possess super strong technical skills to turn big data in Hadoop into measurable insights.
Sales Development Representative,"San Francisco, CA",Carta,,3.8,"You’ll engage with CFOs, Founders, and Co-Founders to intimately understand their business and how Carta can help manage their equity programs."
Marketing Data Analyst Intern (Summer 2021),"San Francisco, CA 94107 (South Of Market area)",Splunk,,4.1,Ability to extract clean data and drive analysis with information from multiple systems. Analyze usage data from the Field Enablement Portal to ensure maximum…
Senior Audio Research Engineer,"San Francisco, CA",Adobe,,4.3,Deep knowledge of audio research. Master’s degree or PhD. Your role will be essential to the impact of audio research at Adobe!
Valuation Analyst,"San Francisco, CA",HomeLight,,3.7,Prior experience with valuing or buying residential real estate. Comfort with ambiguity and ability to change course or adopt new processes as needed.
Business Systems Analyst,"South San Francisco, CA",USDM Life Sciences,,3.7,"The focus of the position is to act as a lead business systems analyst for strategic planning, as well as leading stakeholders through the business analysis…"
Office Specialist,"Hayward, CA",Hayward Unified School District,$28.76 - $31.76 an hour,3.9,"Sitting or standing for extended periods of time. Bending at the waist, kneeling or crouching to assist students. Operation of a computer and assigned software."
Contingent Business Analyst for Cards,"San Francisco, CA 94111 (Financial District area)",First Republic Bank,,3.9,This position performs in-depth business and project process analyses focused on understanding how software capabilities map to business processes.
Senior Quantitative Research Analyst,"San Francisco, CA",Refinitiv,,3.6,Generate research ideas and develop research hypotheses. Gain familiarity with new research data sets and become proficient in manipulating them.
Product Analyst,"San Mateo, CA 94402 (Nineteenth Avenue area)",Rakuten Shop Style,,,Be the expert on the data sets and data tools available to improve the product experience using data. Define key business metrics for experimentation and run…
Data Scientist,"San Francisco, CA 94108 (Financial District area)",NextEra Energy,,3.9,"Works with a variety of datasets, including timeseries data and “big data” requiring analysis on distributed computing platforms."
2021 Full Time Analyst – FinTech Investment Banking (San Francisco),"San Francisco, CA",Financial Technology Partners,,,Strong data management and research skills. Finance or accounting major preferred. Recent graduate or graduating by June 2021.
Database Administrator,"San Mateo, CA 94401 (North Central area)",Backblaze,,3.5,"Has experience managing ever increasing database scale while providing 100% uptime. Has experience with performance/tune queries, partition and archive tables…"
Sr Data Engineer,"Burlingame, CA 94010",Lyra Health,,4.7,Ability to build data models using SQL for business analysts to consume with a data governance focus. Work on implementing and designing a data warehouse for…
"Principal Data Engineer, JLL Technologies","San Francisco, CA",JLL,,3.8,Functionally lead team of data engineers to deliver data solutions in Agile manner while mentoring junior-level data engineers.
Senior Clinical Data Analyst,"South San Francisco, CA 94080",Freenome Holdings,,,"At least four years of direct experience processing data, analyzing data, and integrating data from multiple sources in clinical research or healthcare IT…"
Senior Data Engineer,"Redwood City, CA",Empower Retirement,"$115,700 - $191,000 a year",3.1,Familiarity with data orchestration pipeline using Argo or Airflow. You have a deep understanding of the full life data lifecycle and the role that high-quality…
Senior Data Scientist,"San Francisco, CA",Thorn,,3.6,"Implement new statistical or other mathematical methodologies as needed for specific models or analysis, prioritizing fairness in design and build."
Product Analyst,"San Francisco, CA",Bolt,,4.2,"Partner with engineering to improve data collection through data infrastructure design, data pipelining, and warehousing solutions."
Deloitte Studios ACD Duo,"San Francisco, CA",Deloitte,,4.0,Lean into aggregating new business and participating in pitches as needed. This person will be responsible for running accounts as well as leaning into new…
"Senior Data Analyst, Sales Operations","San Francisco, CA 94107 (South Beach area)",Github,,4.3,Create a cadence and ritual for monitoring the health of the global revenue business to identify any opportunities or risks.
QA Analyst,"San Francisco, CA",Dealpath,,,"As a QA Analyst, you will bring consistently amazing product flows and experiences to users by working closely with our QA, engineering, product, and design…"
Valuation Analyst,"San Francisco, CA",HomeLight,,3.7,Prior experience with valuing or buying residential real estate. Comfort with ambiguity and ability to change course or adopt new processes as needed.
Business Systems Analyst,"South San Francisco, CA",USDM Life Sciences,,3.7,"The focus of the position is to act as a lead business systems analyst for strategic planning, as well as leading stakeholders through the business analysis…"
Office Specialist,"Hayward, CA",Hayward Unified School District,$28.76 - $31.76 an hour,3.9,"Sitting or standing for extended periods of time. Bending at the waist, kneeling or crouching to assist students. Operation of a computer and assigned software."
